ClientMacAddress,RxRateBitrate,TxRateBitrate,RxRateChWidth,TxRateChWidth
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,433300,20,80
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,86700,20,20
10:ec:81:bb:6a:7a,6000,86700,20,20
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,78000,6000,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,130000,20,20
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,6000,20,20
10:ec:81:bb:6a:7a,6000,6000,20,20
02:d3:93:88:07:35,6000,117000,20,80
02:d3:93:88:07:35,6000,325000,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,780000,433300,80,80
02:d3:93:88:07:35,866700,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,650000,390000,80,80
d6:98:65:55:66:4b,780000,433300,80,80
02:d3:93:88:07:35,6000,65000,20,20
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,390000,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,263300,20,80
02:d3:93:88:07:35,6000,263300,20,80
02:d3:93:88:07:35,6000,390000,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,780000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
10:ec:81:bb:6a:7a,6000,6000,20,20
10:ec:81:bb:6a:7a,6000,6000,20,20
10:ec:81:bb:6a:7a,6000,86700,20,20
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,6000,20,20
10:ec:81:bb:6a:7a,0,1000,20,20
10:ec:81:bb:6a:7a,0,1000,20,20
10:ec:81:bb:6a:7a,0,1000,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,86700,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,130000,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,433300,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,585100,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,117000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,780000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,650000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,144400,20,20
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,520000,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,866700,866700,80,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,866700,866700,80,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,866700,20,80
10:ec:81:bb:6a:7a,6000,144400,20,20
d4:57:63:e5:b7:4f,86700,6000,20,20
02:d3:93:88:07:35,6000,234000,20,80
d4:57:63:e5:b7:4f,6000,6000,20,20
02:d3:93:88:07:35,6000,78000,20,20
d4:57:63:e5:b7:4f,6000,6000,20,20
02:d3:93:88:07:35,6000,78000,20,20
d4:57:63:e5:b7:4f,58500,6000,20,20
02:d3:93:88:07:35,6000,78000,20,20
d4:57:63:e5:b7:4f,6000,6000,20,20
02:d3:93:88:07:35,6000,78000,20,20
d4:57:63:e5:b7:4f,6000,175500,20,80
02:d3:93:88:07:35,6000,78000,20,20
d4:57:63:e5:b7:4f,39000,175500,20,80
02:d3:93:88:07:35,6000,263300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292600,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,325000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,433300,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,175500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,260000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,87800,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,263300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,325000,433300,80,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,45000,108000,40,40
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,12000,180000,20,40
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,58500,175500,80,80
d4:57:63:e5:b7:4f,263300,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,117000,433300,80,80
d4:57:63:e5:b7:4f,292600,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,263300,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,780000,433300,80,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,325000,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,433300,390000,80,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,292500,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,390000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,433300,433300,80,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,351000,433300,80,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
60:8e:08:b0:a5:e8,24000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
d4:57:63:e5:b7:4f,6000,433300,20,80
02:d3:93:88:07:35,6000,433300,20,80
