"id","TimeStamp","AccessPoint","IpAddress","Ipv6Address","Assigned","AssignedDateFormat","Hostname","ClientMacAddress","AssociatedSSID","Band","Ports","RSSI","RxBytes","TxBytes","RxPackets","TxPackets","RxRateBitrate","TxRateBitrate","RxRateChWidth","TxRateChWidth","RxRateHt","TxRateHt","RxRateMcs","TxRateMcs","RxRateSgi","TxRateSgi","TxFailed","TxOffset","TxRetries","RxRateNss","RxRateVht","TxRateNss","TxRateVht","UserType","locationid","customerid"
"11",NULL,,NULL,NULL,"2021-09-04 08:15:51",NULL,NULL,"3e:5a:df:69:48:f9",NULL,NULL,NULL,NULL,"909090432.00","67455676416.00","55758.00","343758.00","12.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55758.00",NULL,"55758.00",NULL,NULL,NULL,NULL,"0",NULL,NULL
"12",NULL,,NULL,NULL,"2021-09-04 08:15:51",NULL,NULL,"3e:5a:df:69:48:f9",NULL,NULL,NULL,NULL,"909090432.00","67455676416.00","55758.00","343758.00","12.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55758.00",NULL,"55758.00",NULL,NULL,NULL,NULL,"0",NULL,NULL
"13",NULL,,NULL,NULL,"2021-09-04 08:15:51",NULL,NULL,"3e:5a:df:69:48:f9",NULL,NULL,NULL,NULL,"909090432.00","67455676416.00","55758.00","343758.00","12.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55758.00",NULL,"55758.00",NULL,NULL,NULL,NULL,"0",NULL,NULL
"14",NULL,,NULL,NULL,"2021-09-04 08:15:51",NULL,NULL,"3e:5a:df:69:48:f9",NULL,NULL,NULL,NULL,"909090432.00","67455676416.00","55758.00","343758.00","12.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55758.00",NULL,"55758.00",NULL,NULL,NULL,NULL,"0",NULL,NULL
"167920","2022-05-16 03:53:31","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-50","11903.00","22190.00","98.00","54.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167921","2022-05-16 03:55:31","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-51","12183.00","22190.00","102.00","54.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167922","2022-05-16 03:57:31","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-52","13592.00","23771.00","125.00","61.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167923","2022-05-16 03:59:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","1316.00","778.00","19.00","7.00","6000.00","433300.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167924","2022-05-16 04:01:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-55","1973.00","1061.00","31.00","10.00","6000.00","520000.00","20.00","80.00","0","0","0","5","0","True","0.00","0.00","0.00","0","0","5","0","0","211","44"
"167925","2022-05-16 04:03:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","2953.00","2359.00","44.00","14.00","6000.00","520000.00","20.00","80.00","0","0","0","5","0","True","0.00","0.00","0.00","0","0","5","0","0","211","44"
"167926","2022-05-16 04:05:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-55","3662.00","2722.00","58.00","18.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167927","2022-05-16 04:07:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-60","4817.00","4223.00","74.00","24.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167928","2022-05-16 04:09:32","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-59","5079.00","4223.00","79.00","24.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167929","2022-05-16 04:11:33","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-60","6060.00","4506.00","99.00","27.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","0.00","0.00","0.00","0","0","7","0","0","211","44"
"167930","2022-05-16 04:13:33","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","6942.00","5804.00","111.00","31.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167931","2022-05-16 04:15:33","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-61","7703.00","6087.00","127.00","34.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167932","2022-05-16 04:17:34","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-64","8585.00","7385.00","139.00","38.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167933","2022-05-16 04:19:34","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-62","9364.00","7748.00","154.00","42.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167934","2022-05-16 04:21:35","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-62","9748.00","7748.00","162.00","42.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167935","2022-05-16 04:23:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","10763.00","9249.00","176.00","48.00","6000.00","86700.00","20.00","20.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167936","2022-05-16 04:25:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","11043.00","9249.00","180.00","48.00","6000.00","86700.00","20.00","20.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167937","2022-05-16 04:27:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-59","12452.00","10830.00","203.00","55.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167938","2022-05-16 04:29:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-60","12836.00","10910.00","211.00","56.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167939","2022-05-16 04:31:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-65","13493.00","11193.00","223.00","59.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167940","2022-05-16 04:33:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-66","14531.00","12571.00","241.00","64.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167941","2022-05-16 04:35:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-63","15188.00","12854.00","253.00","67.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167942","2022-05-16 04:37:36","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","15896.00","14152.00","260.00","71.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167943","2022-05-16 04:39:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","16727.00","14435.00","277.00","74.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167944","2022-05-16 04:41:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","17332.00","14638.00","287.00","76.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167945","2022-05-16 04:43:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-59","18474.00","16256.00","309.00","84.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167946","2022-05-16 04:45:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-71","20531.00","16539.00","349.00","87.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167947","2022-05-16 04:47:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-70","21291.00","17757.00","358.00","90.00","6000.00","585100.00","20.00","80.00","0","0","0","6","0","True","0.00","0.00","0.00","0","0","6","0","0","211","44"
"167948","2022-05-16 04:49:37","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-65","22296.00","18280.00","380.00","96.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","0.00","0.00","0.00","0","0","7","0","0","211","44"
"167949","2022-05-16 04:51:39","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-69","22576.00","18280.00","384.00","96.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","0.00","0.00","0.00","0","0","7","0","0","211","44"
"167950","2022-05-16 04:53:39","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-63","46291.00","64763.00","626.00","219.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167951","2022-05-16 04:55:39","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-63","50356.00","74684.00","713.00","242.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167952","2022-05-16 04:57:39","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-64","53335.00","81078.00","771.00","259.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","0.00","0.00","0.00","0","0","7","0","0","211","44"
"167953","2022-05-16 04:59:40","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","55227.00","86883.00","810.00","270.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167954","2022-05-16 05:01:41","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-61","57160.00","91116.00","851.00","280.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167955","2022-05-16 05:03:40","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-61","59593.00","95234.00","889.00","292.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167956","2022-05-16 05:05:41","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-61","64146.00","108245.00","983.00","317.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","0.00","0.00","0.00","0","0","8","0","0","211","44"
"167957","2022-05-16 05:07:42","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-62","65504.00","111646.00","1004.00","324.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167958","2022-05-16 05:09:41","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-60","67845.00","116694.00","1054.00","337.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167959","2022-05-16 05:11:40","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-64","68611.00","117562.00","1070.00","340.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167960","2022-05-16 05:13:41","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-55","256318.00","283241.00","1578.00","674.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","1.00","0.00","0.00","0","0","9","0","0","211","44"
"167961","2022-05-16 05:16:31","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-53","1784.00","1650.00","27.00","10.00","6000.00","520000.00","20.00","80.00","0","0","0","5","0","True","0.00","0.00","0.00","0","0","5","0","0","0","44"
"167962","2022-05-16 05:18:31","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","14857.00","22356.00","221.00","80.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","0","44"
"167963","2022-05-16 05:21:41","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","28002.00","34993.00","223.00","114.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167964","2022-05-16 05:23:43","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-52","30102.00","40369.00","265.00","125.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167965","2022-05-16 05:25:42","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","5982.00","5004.00","70.00","26.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","0.00","0.00","0.00","0","0","7","0","0","211","44"
"167966","2022-05-16 05:27:43","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","12345.00","12830.00","155.00","49.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","211","44"
"167967","2022-05-16 06:08:37","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","9347.00","11830.00","113.00","47.00","6000.00","866700.00","20.00","80.00","0","0","0","9","0","True","0.00","0.00","0.00","0","0","9","0","0","187","44"
"167968","2022-05-16 06:10:37","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-60","17674.00","29698.00","261.00","97.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","1.00","0.00","0.00","0","0","7","0","0","187","44"
"167969","2022-05-16 06:12:37","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-55","28283.00","47713.00","385.00","144.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167970","2022-05-16 06:14:37","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-61","29426.00","48785.00","409.00","149.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167971","2022-05-16 06:16:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","34180.00","56532.00","454.00","165.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167972","2022-05-16 06:18:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","35793.00","58742.00","480.00","174.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167973","2022-05-16 06:20:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","36073.00","58742.00","484.00","174.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167974","2022-05-16 06:22:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","37290.00","60243.00","503.00","180.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167975","2022-05-16 06:24:40","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","42166.00","70621.00","575.00","198.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167976","2022-05-16 06:26:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-57","44950.00","72705.00","635.00","214.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","1.00","0.00","0.00","0","0","7","0","0","187","44"
"167977","2022-05-16 06:28:39","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","46421.00","74498.00","661.00","223.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","1.00","0.00","0.00","0","0","7","0","0","187","44"
"167978","2022-05-16 06:30:40","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-58","50485.00","82592.00","701.00","235.00","6000.00","650000.00","20.00","80.00","0","0","0","7","0","True","1.00","0.00","0.00","0","0","7","0","0","187","44"
"167979","2022-05-16 06:32:41","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-54","54568.00","91997.00","784.00","257.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167980","2022-05-16 06:34:40","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-53","60690.00","105458.00","874.00","282.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167981","2022-05-16 06:36:40","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-55","63293.00","110597.00","931.00","294.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167982","2022-05-16 06:38:40","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-56","71631.00","134817.00","1059.00","337.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167983","2022-05-16 06:40:41","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-59","77892.00","144593.00","1179.00","356.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167984","2022-05-16 06:42:41","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-59","79534.00","147608.00","1202.00","363.00","6000.00","780000.00","20.00","80.00","0","0","0","8","0","True","1.00","0.00","0.00","0","0","8","0","0","187","44"
"167985","2022-05-16 06:45:53","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-46","18945.00","26667.00","154.00","89.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167986","2022-05-16 06:47:53","68:33:2c:00:3d:ce",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-52","19225.00","26667.00","158.00","89.00","6000.00","144400.00","20.00","20.00","0","True","0","15","0","True","0.00","0.00","0.00","0","0","0","0","0","211","44"
"167987","2022-05-16 06:51:14","68:33:2c:00:3d:e2",NULL,NULL,NULL,NULL,NULL,"10:ec:81:bb:6a:7a",NULL,NULL,NULL,"-53","1242.00","550.00","10.00","5.00","78000.00","6000.00","20.00","20.00","True","0","12","0","0","0","0.00","0.00","0.00","0","0","0","0","0","187","44"
